#DEF:GEOROUTING:VERSION;VERSIONNUMBER;VALIDFROM;VALIDTO;BARCODEID;;
#DEF:GEOROUTING:COUNTRY;COUNTRYCODE;ISONUMCOUNTRYCODE;ISOALPHA3COUNTRYCODE;DESTINATIONLANGUAGES;FLAGPOSTCODENO;POSTCODEPATTERN;FLAGNEEDSTATE;POSTCODEVALIDATION;CITYVALIDATION;FREETRADEAREA;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRYTRANSLATION;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRY.CS;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.DE;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.EN;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.FR;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.IT;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.SK;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:BUSINESSUNIT;BUALPHASTR;BUCODE;BUNAME;BUDEFAULTCOUNTRY;TYPEOFBU;BUFINANCIALGROUP;BUGEOGRAPHGROUP;BUTECHNICALGROUP;DPDCONTRACT;;
#DEF:GEOROUTING:POSTALCODE;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;POSTCODETYPE;;
#DEF:GEOROUTING:STATE;COUNTRYCODE;REGIONCODE;STATECODE;;
#DEF:GEOROUTING:STATE.EN;COUNTRYCODE;REGIONCODE;STATECODE;STATESHORTCUT;STATENAME;;
#DEF:GEOROUTING:CITY;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;CITYNAMEENGLISH;CITYNAMELOCAL;CITYNAMELOCALLANG;STATECODE;;
#DEF:GEOROUTING:DEPOTS;GEOPOSTDEPOTNUMBER;DEPOTSTR;IATALIKECODE;GROUPID;COMPANYNAME;COMPANYNAME2;STREET;PROPNUM;ADDRESS2;ADDRESS3;FLOOR;BUILDING;COUNTRYCODE;STATE;POSTCODE;CITYNAME;PHONE;FAX;MAIL;WEB;BUCODE;SGPSLAT;SGPSLONG;DUMMYDEPOT;ADDRESSPOSTCODE;;
#DEF:GEOROUTING:ELEMENTS;ELEMENTCODE;ELEMENTSHORTCUT;ELEMENTTYPE;;
#DEF:GEOROUTING:ELEMENTS.DE;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.EN;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.FR;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.PT;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:SOCODE;SOCODE;SERVICETEXT;SERVICEMARK;ELEMENTCODES;ASCODENEEDED;;
#DEF:GEOROUTING:ASCODE;ASCODE;SERVICETEXT;ELEMENTCODES;;
#DEF:GEOROUTING:IC;INJECTIONCODE;GEOPOSTDEPOTNUMBER;DESCRIPTION;;
#DEF:GEOROUTING:NETWORK;NETWORKCODE;BUCODE;COUNTRYCODE;NETWORKNAME;;
#DEF:GEOROUTING:NETWORKPLAN;NETWORKPLANID;SOCODELIST;SOASCODELIST;FULLNETWORKPLAN;PRIORITY;;
#DEF:GEOROUTING:RCODE;RCODE;BUCODE;GEOPOSTDEPOTNUMBER;COMPANYNAME1;COMPANYNAME2;STREET;FLOOR;ADDRESS2;ADDRESS3;POSTCODE;CITYNAME;COUNTRYCODE;PHONE;FAX;MAIL;RACOMPANYNAME1;RACOMPANYNAME2;RASTREET;RAADDRESS2;RAADDRESS3;RADEPARTMENT;RABUILDING;RAFLOOR;RAPOSTCODE;RACITYNAME;RACOUNTRYCODE;RAGPSLOCATION;SOCODE;;
#DEF:GEOROUTING:SOSERVICEINFO.CS;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.DE;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.EN;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.ET;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.FR;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:ALLOWSO;RULEFROM;RULESERVICE;RULETO;ZONETO;UNIQUEALLOWID;;
#DEF:GEOROUTING:ALLOWAS;UNIQUEALLOWID;RULESERVICE;ZONETO;;
#DEF:GEOROUTING:R1DBU;ROUTINGPLACES;TRADESTATUS;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;BUCODE;;
#DEF:GEOROUTING:R2ROUTE;ROUTINGPLACES;BUCODE;DESTINATIONCOUNTRYCODE;TRADESTATUS;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DDEPOT;SSORT;PARTNERCODE;;
#DEF:GEOROUTING:R3OSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;OSORT;;
#DEF:GEOROUTING:R4CSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;NETWORKPLANID;PRIORITY;CSORT;;
#DEF:GEOROUTING:R5DSORT;ROUTINGPLACES;DDEPOT;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DSORT;;
#DEF:GEOROUTING:DEKSFO;SCANTYPE;GEOPOSTDEPOTNUMBERSTART;GEOPOSTDEPOTNUMBERSTOP;ROUTESTART;ROUTESTOP;TOURSTART;TOURSTOP;NEWSCANTYPE;NEWGEOPOSTDEPOTNUMBER;NEWROUTE;NEWTOUR;COPYFLAG;DIFFERENCECODE;PSNSTART;PSNSTOP;;
#DEF:GEOROUTING:DEPARTURE;GEOPOSTDEPOTNUMBER;RELATION;MONDAY;TUESDAY;WEDNESDAY;THURSDAY;FRIDAY;SATURDAY;SUNDAY;;
#DEF:GEOROUTING:RELATION;GEOPOSTDEPOTNUMBER;ROUTE;RELATION;;
#DEF:GEOROUTING:PRODUCT_TRANSFORMATION;SOURCESERVICEELEMENT;DESTINATIONSERVICEELEMENTS;;
#DEF:GEOROUTING:SETTINGS;CATEGORY;VAL1;VAL2;;
#DEF:GEOROUTING:P0PROPERTIES;OBU;RULEFROM;RULESOCODE;RULEASCODE;RULESERVICEELEMENT;RULETO;ZONETO;PRIORITY;PROPERTY;VALUE;;
#DEF:GEOROUTING:PICKUP_CUTOFF;PICKUPCOUNTRY;PICKUPPOSTCODE;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;AVISCUTOFFTIMECLASSIC;;
#DEF:GEOROUTING:PICKUP_CUTOFF_CLASSIC_DEPOT;PICKUPCOUNTRY;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;;
#DEF:GEOROUTING:SERVICESELECTION;OBU;SOCODE;ASCODE;MANDATORY_NOPS;OPTIONAL_NOPS;;
#DEF:GEOROUTING:CALLOW;REQUESTINGBU;SOCODELIST;SOASCODELIST;COLLECTIONBU;ZONETO;;
#DEF:GEOROUTING:C1CBU;REQUESTINGBULIST;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CBU;;
#DEF:GEOROUTING:C2CDEPOT;CBU;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CDEPOT;;
#DEF:GEOROUTING:NONWORKINGDAY;COUNTRY;BU;DEPOT;POSTCODE;CITY;TYPE;SOCODELIST;SOASCODELIST;PRIORITY;DATE;NAME_LOCAL;NAME_EN;;
#DEF:GEOROUTING:SERVICES;LANGUAGE;SERVICENAME;STATUS;SERVELTSHORTCUT;SERVELTLIST;SERVELT-SO1;SERVELT-SO2;SERVELT-SO3;SERVELT-SO4;SERVELT-SO5;SERVELT-AS1;SERVELT-AS2;SERVELT-AS3;SERVELT-AS4;SERVELT-AS5;SERVELT-AS6;NOPS1;NOPS2;NOPS3;NOPS4;SOLIST;ASLIST;NOPSLIST;SOCODE;ASCODE;;
#DEF:GEOROUTING:CARRIER_SELECTION;EXPORTGATEWAYDEPOT;DESTINATIONCOUNTRY;SOCODE;WEIGHTRANGE;PARCELCOUNTRANGE;DESTINATIONPOSTALCODERANGE;CUSTOMERCODE;ACTIVATIONDATE;CARRIER;CARRIERDEPOT;;
#DEF:GEOROUTING:CARRIER_DESTINATION_SERVICE;ORIGINCOUNTRY;ORIGINBU;DESTINATIONCOUNTRY;SOCODE;EXPORTGATEWAYDEPOT;;
#DEF:GEOROUTING:ZONE_TO_GROUP;NAME;DESCRIPTION;COUNTRYCODE;ZONETOGROUPRANGE;;
SOCODE;261;AM2-COD-+;;023,100,180;;
SOCODE;262;AM2-MED;;023,513;Y;
SOCODE;263;AM2-6-MED;;023,130,513;Y;
SOCODE;264;AM2-COD-6-+;;023,100,130,180;;
SOCODE;265;PM2-MED;;010,513;Y;
SOCODE;266;PM2-6;;010,130;Y;
SOCODE;267;AM2-SWAP-+;;023,120,180;;
SOCODE;268;RET-MED-MED;;073,513;;
SOCODE;269;AM2-SWAP-6-+;;023,120,130,180;;
SOCODE;270;D-MED;;001,513;Y;
SOCODE;271;SD;;040;;
SOCODE;272;MED-AM3;;513,520;Y;
SOCODE;273;SD-EXW;;040,110;;
SOCODE;274;AM1-MED;;022,513;Y;
SOCODE;275;SD-COD;;040,100;;
SOCODE;276;D-B2C-EVE-FROZEN;;001,013,220,535;;
SOCODE;277;SD-SWAP;;040,120;;
SOCODE;278;B2C-SD-FRESH;;013,040,534;Y;
SOCODE;279;SD-BACK;;040,121;;
SOCODE;280;UD1;;261;;
SOCODE;281;SD-+;;040,180;;
SOCODE;282;D-LQ-MED;;001,400,513;Y;
SOCODE;283;SD-EXW-+;;040,110,180;;
SOCODE;284;AM1-LQ-MED;;022,400,513;Y;
SOCODE;285;SD-COD-+;;040,100,180;;
SOCODE;286;AM2-LQ-MED;;023,400,513;Y;
SOCODE;287;SD-SWAP-+;;040,120,180;;
SOCODE;288;RET-FROZEN;;070,535;;
SOCODE;289;BAG;;060;;
SOCODE;290;PLETTER-BAG;;005,060;;
SOCODE;291;IP;;080;;
SOCODE;292;POD BOX;;081;;
SOCODE;293;EXP-BAG;;020,060;;
SOCODE;294;INTERNAT MAIL-BAG;;006,060;;
SOCODE;295;RET 2SHOP;;069;;
SOCODE;296;IE2-RET-FRESH;;030,070,534;;
SOCODE;297;IE2-RET-FROZEN;;030,070,535;;
SOCODE;298;RET-TO SEND;;070,071;;
SOCODE;299;EXP-RET;;020,070;;
SOCODE;300;RET;;070;;
SOCODE;301;RET-HAZ;;070,150;;
SOCODE;302;IE2;;030;;
SOCODE;303;IE2-MPS;;030,140;;
SOCODE;304;IE2-6;;030,130;;
SOCODE;305;IE2-6-MPS;;030,130,140;;
SOCODE;306;D-B2C-IDC;;001,013,403;;
SOCODE;307;D-B2C-COD-IDC;;001,013,100,403;;
SOCODE;308;AM1-COD-DOCR;;022,100,422;;
SOCODE;309;AM1-COD-6-DOCR;;022,100,130,422;;
SOCODE;310;AM2-COD-DOCR;;023,100,422;;
SOCODE;311;AM2-COD-6-DOCR;;023,100,130,422;;
SOCODE;312;SD-SWAP-DOCR;;040,120,422;;
SOCODE;313;SWAP-PM3;;120,522;;
SOCODE;314;IE1;;031;;
SOCODE;315;COD-PM3;;100,522;;
SOCODE;316;COD-SWAP-PM3;;100,120,522;;
SOCODE;317;AM2-6-LQ-MED;;023,130,400,513;Y;
SOCODE;318;PM2-LQ-MED;;010,400,513;Y;
SOCODE;319;B2C-SD-FROZEN;;013,040,535;;
SOCODE;320;B2C-SD-FROZEN;;013,040,535;Y;
SOCODE;321;B2C-SD-FRESH;;013,040,534;;
SOCODE;322;COD-ECO;;100,250;;
SOCODE;323;AM2-PSD-FRESH;;023,200,534;;
SOCODE;324;PM2-PSD-FRESH;;010,200,534;;
SOCODE;325;D-ECO EX;;001,012;;
SOCODE;326;XD-ECO EX;;002,012;;
SOCODE;327;D-B2C;;001,013;;
SOCODE;328;XD-B2C;;002,013;;
SOCODE;329;D-B2C-COD;;001,013,100;;
SOCODE;330;XD-B2C-COD;;002,013,100;;
SOCODE;331;D-TYRE UNP;;001,014;;
SOCODE;332;2C RETURN;;072;;
SOCODE;333;D-B2C-+;;001,013,180;;
SOCODE;334;XD-B2C-+;;002,013,180;;
SOCODE;335;D-B2C-COD-+;;001,013,100,180;;
SOCODE;336;XD-B2C-COD-+;;002,013,100,180;;
SOCODE;337;D-B2C-PSD;;001,013,200;;
SOCODE;338;XD-B2C-PSD;;002,013,200;;
SOCODE;339;D-B2C-SWAP-EVE;;001,013,120,220;;
SOCODE;340;PALLET;;090;;
SOCODE;341;D-B2C-COD-PSD;;001,013,100,200;;
SOCODE;342;XD-B2C-COD-PSD;;002,013,100,200;;
SOCODE;343;2C RETURN-PSCP;;072,202;;
SOCODE;344;D-RDV;;001,533;;
SOCODE;345;D-B2C-PSD;;001,013,200;Y;
SOCODE;346;D-B2C-6-PSD;;001,013,130,200;Y;
SOCODE;347;D-B2C-6-PSD;;001,013,130,200;;
SOCODE;348;D-B2C-PSD-PSCC-BAG;;001,013,060,200,201;;
SOCODE;349;D-B2C-6-PSD-PSCP;;001,013,130,200,202;;
SOCODE;350;AM0;;021;;
SOCODE;351;AM0-EXW;;021,110;;
SOCODE;352;AM0-COD;;021,100;;
SOCODE;353;AM5;;526;;
SOCODE;354;D-B2C-RDV;;001,013,533;;
SOCODE;355;AM0-+;;021,180;;
SOCODE;356;BPSD;;086;;
SOCODE;357;AM0-COD-+;;021,100,180;;
SOCODE;358;D-B2C-6;;001,013,130;;
SOCODE;359;D-EXA;;001,190;;
SOCODE;360;XD-EXA;;002,190;;
SOCODE;361;D-EXW-EXA;;001,110,190;;
SOCODE;362;XD-EXW-EXA;;002,110,190;;
SOCODE;363;B2C-UD;;013,260;;
SOCODE;365;D-TYRE;;001,240;;
SOCODE;366;D-B2C-TYRE;;001,013,240;;
SOCODE;367;D-COD-TYRE;;001,100,240;;
SOCODE;368;IE2-PSD;;030,200;;
SOCODE;369;IE2-6-PSD;;030,130,200;;
SOCODE;370;UD;;260;;
SOCODE;371;TFR;;600;;
SOCODE;372;PSD-UD;;200,260;;
SOCODE;373;RET-UD;;070,260;;
SOCODE;374;UD-PS;;260,610;;
SOCODE;375;UD;;260;Y;
SOCODE;376;RET-TO SEND-J+12;;070,071,075;Y;
SOCODE;377;RET-TO SEND-J+5;;070,071,074;Y;
SOCODE;378;PM2-6-DID;;010,130,536;;
SOCODE;379;AM2-6-DID;;023,130,536;;
SOCODE;380;J+1-RET-TO SEND;;061,070,071;Y;
SOCODE;381;J+2-RET-TO SEND;;024,070,071;Y;
SOCODE;382;D-B2C-COD-SWAP-EV;;001,013,100,120,220;;
SOCODE;383;D-6-DID;;001,130,536;;
SOCODE;384;PM4;;423;;
SOCODE;385;B2C-SD;;013,040;;
SOCODE;386;B2C-SD-COD;;013,040,100;;
SOCODE;387;PSD-PM4;;200,423;;
SOCODE;388;J+2-DESTRU-AP;;024,028,710;Y;
SOCODE;389;J+2-RESTIT;;024,029;Y;
SOCODE;390;J+4-DESTRU-AP;;025,028,710;Y;
SOCODE;391;J+4-RESTIT;;025,029;Y;
SOCODE;392;J+4-RET-TO SEND;;025,070,071;Y;
SOCODE;393;J+7-RET-TO SEND;;026,070,071;Y;
SOCODE;394;J+6-RET-TO SEND;;027,070,071;Y;
SOCODE;395;J+2-RET-TO SEND-A;;024,070,071,710;Y;
SOCODE;396;J+2-RESTIT-AP;;024,029,710;Y;
SOCODE;397;J+4-RESTIT-AP;;025,029,710;Y;
SOCODE;398;J+4-RET-TO SEND-AP;;025,070,071,710;Y;
SOCODE;399;J+7-RET-TO SEND-A;;026,070,071,710;Y;
SOCODE;400;D;;001;Y;
SOCODE;401;D-6;;001,130;Y;
SOCODE;402;D-HAZ;;001,150;Y;
SOCODE;403;AM1-HAZ;;022,150;Y;
SOCODE;404;D-B2C;;001,013;Y;
SOCODE;405;B2C-UD;;013,260;Y;
SOCODE;406;D-TYRE;;001,240;Y;
SOCODE;407;AM0;;021;Y;
SOCODE;409;AM1;;022;Y;
SOCODE;410;AM1-6;;022,130;Y;
SOCODE;412;AM2;;023;Y;
SOCODE;413;AM2-6;;023,130;Y;
SOCODE;414;AM2-PSD;;023,200;Y;
SOCODE;415;DDTL;;091;;
SOCODE;417;IE2;;030;Y;
SOCODE;418;PALLET;;090;Y;
SOCODE;419;PM2;;010;Y;
SOCODE;420;D-PARCELBox;;001,033;;
SOCODE;421;SD;;040;Y;
SOCODE;422;MED+22-PM2-LQ;;004,010,400;Y;
SOCODE;423;MED+5-PM2-LQ;;007,010,400;Y;
SOCODE;425;D-ECO EX;;001,012;Y;
SOCODE;426;MED+22-PM2-6-LQ;;004,010,130,400;Y;
SOCODE;427;MED+5-PM2-6-LQ;;007,010,130,400;Y;
SOCODE;428;MED+22-RET-MED-LQ;;004,073,400;;
SOCODE;429;MED+5-RET-MED-LQ;;007,073,400;;
SOCODE;430;AM2-6-PSD;;023,130,200;Y;
SOCODE;431;D-B2C-6;;001,013,130;Y;
SOCODE;433;PM2-6;;010,130;Y;
SOCODE;435;PM4;;423;Y;
SOCODE;436;6-AM4;;130,521;Y;
SOCODE;437;AM0-6;;021,130;Y;
SOCODE;438;AM0-6-PSD;;021,130,200;Y;
SOCODE;439;AM0-6-RDV;;021,130,533;Y;
SOCODE;440;AM0-PSD;;021,200;Y;
SOCODE;441;AM0-RDV;;021,533;Y;
SOCODE;442;AM0-RDV-FRESH;;021,533,534;Y;
SOCODE;443;AM0-RDV-FROZEN;;021,533,535;Y;
SOCODE;444;D-B2C-PSD-LQ;;001,013,200,400;;
SOCODE;445;D-B2C-COD-PSD-LQ;;001,013,100,200,400;;
SOCODE;446;AM1-PSD;;022,200;Y;
SOCODE;447;2C RETURN-LQ;;072,400;;
SOCODE;449;AM1-6-PSD;;022,130,200;Y;
SOCODE;450;AM1-6-FRI;;022,130,507;Y;
SOCODE;451;PM3;;522;Y;
SOCODE;452;AM2-FRESH;;023,534;Y;
SOCODE;453;AM2-FROZEN;;023,535;Y;
SOCODE;455;AM2-6-FROZEN;;023,130,535;Y;
SOCODE;456;AM2-6-FRESH;;023,130,534;Y;
SOCODE;457;AM2-6-RDV-FROZEN;;023,130,533,535;Y;
SOCODE;458;AM2-RDV-FRESH;;023,533,534;Y;
SOCODE;459;AM2-RDV-FROZEN;;023,533,535;Y;
SOCODE;461;AM2-6-SECU;;023,130,518;Y;
SOCODE;465;AM2-6-RDV-FRESH;;023,130,533,534;Y;
SOCODE;467;6-AM3;;130,520;Y;
SOCODE;468;PSD-AM3;;200,520;Y;
SOCODE;469;6-PSD-AM3;;130,200,520;Y;
SOCODE;470;PSD-AM4;;200,521;Y;
SOCODE;471;6-PSD-AM4;;130,200,521;Y;
SOCODE;473;PM3-RDV-FRESH;;522,533,534;Y;
SOCODE;474;PM3-RDV-FROZEN;;522,533,535;Y;
SOCODE;476;6-PM3-RDV-FRESH;;130,522,533,534;Y;
SOCODE;477;6-PM3-RDV-FROZEN;;130,522,533,535;Y;
SOCODE;482;PM2-6-FRI;;010,130,507;Y;
SOCODE;483;PM2-HAZ-FRI;;010,150,507;Y;
SOCODE;485;AM1-FRI;;022,507;Y;
SOCODE;488;AM2-HAZ-FRI;;023,150,507;Y;
SOCODE;490;AM2-FRI;;023,507;Y;
SOCODE;492;SD2-RDV;;519,533;Y;
SOCODE;493;6-SD2-RDV;;130,519,533;Y;
SOCODE;497;6-SD2-RDV-FRESH;;130,519,533,534;Y;
SOCODE;498;PM2-6-SECU;;010,130,518;Y;
SOCODE;499;PM2-SECU;;010,518;Y;
SOCODE;500;PM2-HAZ;;010,150;Y;
SOCODE;501;PM2-6-HAZ;;010,130,150;Y;
SOCODE;502;SD-AMB;;040,537;Y;
SOCODE;503;AM2-HAZ;;023,150;Y;
SOCODE;504;AM2-6-ROAD;;023,130,505;Y;
SOCODE;505;AM2-ROAD;;023,505;Y;
SOCODE;506;AM2-6-ROAD;;023,130,505;;
SOCODE;507;SD-AMB;;040,537;;
SOCODE;508;SD-FRESH;;040,534;;
SOCODE;509;SD-FROZEN;;040,535;;
SOCODE;510;B2C-SD;;013,040;Y;
SOCODE;511;PM2-FRESH;;010,534;;
SOCODE;512;PM2-FROZEN;;010,535;;
SOCODE;513;AM1-FROZEN;;022,535;;
SOCODE;514;AM2-7-RDV;;023,411,533;Y;
SOCODE;515;AM2-7-RDV-FRESH;;023,411,533,534;Y;
SOCODE;516;AM2-7-RDV-FROZEN;;023,411,533,535;Y;
SOCODE;517;D-FROZEN;;001,535;;
SOCODE;518;D-FROZEN;;001,535;Y;
SOCODE;519;D-B2C-FROZEN;;001,013,535;;
SOCODE;520;D-B2C-FROZEN;;001,013,535;Y;
SOCODE;521;AM0-AMB;;021,537;;
SOCODE;522;AM1-AMB;;022,537;;
SOCODE;523;AM1-AMB;;022,537;Y;
SOCODE;524;AM1-6-AMB;;022,130,537;;
SOCODE;525;AM1-6-AMB;;022,130,537;Y;
SOCODE;526;AM4-AMB;;521,537;Y;
SOCODE;527;6-AM4-AMB;;130,521,537;Y;
SOCODE;528;AM0-6-RDV-AMB;;021,130,533,537;Y;
SOCODE;529;AM0-RDV-AMB;;021,533,537;Y;
SOCODE;530;AM2-AMB;;023,537;;
SOCODE;531;AM2-AMB;;023,537;Y;
SOCODE;532;AM3-AMB;;520,537;;
SOCODE;533;AM2-6-AMB;;023,130,537;Y;
SOCODE;534;AM2-6-AMB;;023,130,537;;
SOCODE;535;PM2-AMB;;010,537;;
SOCODE;536;PM2-6-AMB;;010,130,537;;
SOCODE;537;AM2-FROZEN;;023,535;;
SOCODE;538;AM2-RDV-AMB;;023,533,537;Y;
SOCODE;539;PM3-RDV-AMB;;522,533,537;Y;
SOCODE;540;AM2-6-RDV-AMB;;023,130,533,537;Y;
SOCODE;541;6-PM3-RDV-AMB;;130,522,533,537;Y;
SOCODE;542;AM2-PSD-AMB;;023,200,537;Y;
SOCODE;543;AM2-6-PSD-AMB;;023,130,200,537;Y;
SOCODE;544;SD2-RDV-AMB;;519,533,537;Y;
SOCODE;545;AM0-FRESH;;021,534;;
SOCODE;546;6-SD2-RDV-AMB;;130,519,533,537;Y;
SOCODE;547;AM2-PSD-AMB;;023,200,537;;
SOCODE;548;AM0-FROZEN;;021,535;;
SOCODE;549;D-B2C-EVE-AMB;;001,013,220,537;;
SOCODE;550;D-B2C-PSD-FROZEN;;001,013,200,535;;
SOCODE;551;D-B2C-7-AMB;;001,013,411,537;;
SOCODE;552;D-B2C-7-FRESH;;001,013,411,534;;
SOCODE;553;D-B2C-7-FROZEN;;001,013,411,535;;
SOCODE;554;PM4-AMB;;423,537;;
SOCODE;555;PM4-FRESH;;423,534;;
SOCODE;556;PM4-FROZEN;;423,535;;
SOCODE;557;AM3-FRESH;;520,534;;
SOCODE;558;SD-FRESH;;040,534;Y;
SOCODE;559;D-B2C-AMB;;001,013,537;Y;
SOCODE;560;D-B2C-AMB;;001,013,537;;
SOCODE;561;D-AMB;;001,537;Y;
SOCODE;562;PM2-FRESH;;010,534;Y;
SOCODE;563;PM2-6-FRESH;;010,130,534;Y;
SOCODE;564;PM2-FROZEN;;010,535;Y;
SOCODE;565;PM2-6-FROZEN;;010,130,535;Y;
SOCODE;566;AM1-FRESH;;022,534;;
SOCODE;567;AM2-FRESH;;023,534;;
SOCODE;568;D-PSD-FRESH;;001,200,534;;
SOCODE;569;D-AMB;;001,537;;
SOCODE;570;2C RETURN;;072;Y;
SOCODE;571;D-B2C-SWAP;;001,013,120;;
SOCODE;572;D-B2C-COD-SWAP;;001,013,100,120;;
SOCODE;573;FIX;;541;;
SOCODE;574;D-B2C-TYRE;;001,013,240;Y;
SOCODE;575;IE2-AMB;;030,537;;
SOCODE;576;IE1-AMB;;031,537;;
SOCODE;577;IE1-FRESH;;031,534;;
SOCODE;578;IE1-FROZEN;;031,535;;
SOCODE;579;AM3-FROZEN;;520,535;;
SOCODE;580;D-DSD;;001,041;;
SOCODE;581;D-B2C-DSD;;001,013,041;;
SOCODE;582;SD-FROZEN;;040,535;Y;
SOCODE;583;D-DWTS;;001,718;;
SOCODE;584;D+1to+3-DWTS;;718,719;;
SOCODE;585;D+1to+3-DWTS-B2C;;013,718,719;;
SOCODE;586;D-MED;;001,513;;
SOCODE;587;D-B2C-MED;;001,013,513;;
SOCODE;588;AM2-MED;;023,513;;
SOCODE;590;J+7-RESTIT;;026,029;Y;
SOCODE;591;J+7-RESTIT-AP;;026,029,710;Y;
SOCODE;592;J+6-RET-TO SEND-A;;027,070,071,710;Y;
SOCODE;593;J+6-RESTIT;;027,029;Y;
SOCODE;594;J+6-RESTIT-AP;;027,029,710;Y;
SOCODE;595;J+7-DESTRU-AP;;026,028,710;Y;
SOCODE;596;J+6-DESTRU-AP;;027,028,710;Y;
SOCODE;597;J+10-N-RET-TO SEN;;038,039,070,071;Y;
SOCODE;598;J+2-N-RET-TO SEND;;024,039,070,071;Y;
SOCODE;599;N-J+3-RET-TO SEND;;039,042,070,071;Y;
SOCODE;600;N-RET-TO SEND;;039,070,071;Y;
SOCODE;601;J+3-RET-TO SEND;;042,070,071;Y;
SOCODE;602;J+3-RET-TO SEND-A;;042,070,071,710;Y;
SOCODE;603;DESTRU-J+3-AP;;028,042,710;Y;
SOCODE;604;RESTIT-J+3;;029,042;Y;
SOCODE;605;RESTIT-J+3-AP;;029,042,710;Y;
SOCODE;606;DBG;;065;;
SOCODE;607;RBG;;066;;
SOCODE;608;RWG;;067;;
SOCODE;609;SBG;;068;;
SOCODE;610;D-6-PSD-FRESH;;001,130,200,534;;
SOCODE;611;D-B2C-6-PSD-FROZEN;;001,013,130,200,535;;
SOCODE;612;AM2-6-FRESH;;023,130,534;Y;
SOCODE;613;AM2-6-FROZEN;;023,130,535;Y;
SOCODE;614;PM2-6-FRESH;;010,130,534;Y;
SOCODE;615;PM2-6-FROZEN;;010,130,535;Y;
SOCODE;617;D-6-FROZEN;;001,130,535;;
SOCODE;618;UD-XD-B2C;;002,013,260;;
SOCODE;619;D-B2C-6-FROZEN;;001,013,130,535;;
SOCODE;620;D-B2C-PSD-TYRE;;001,013,200,240;;
SOCODE;621;D-DC;;001,111;;
SOCODE;660;D-B2C-6-AMB;;001,013,130,537;;
SOCODE;662;PM2-FRESH-CHRF;;010,112,534;Y;
SOCODE;664;PM2-FROZEN-CHRF;;010,112,535;Y;
SOCODE;669;D-6-AMB;;001,130,537;;
SOCODE;699;CSBRK;;699;Y;
SOCODE;700;PSD-AMB;;200,537;;
SOCODE;701;D-6-PSD-FROZEN;;001,130,200,535;;
SOCODE;702;RET-FRESH;;070,534;Y;
SOCODE;703;RET-FROZEN;;070,535;Y;
SOCODE;704;D-LQ-EXW;;001,110,400;;
SOCODE;706;DBG;;065;Y;
SOCODE;707;RBG;;066;Y;
SOCODE;708;RWG;;067;Y;
SOCODE;709;SBG;;068;Y;
SOCODE;710;B2C-ECO-AMB;;013,250,537;;
SOCODE;711;6-ECO-AMB;;130,250,537;;
SOCODE;712;ECO-B2C-XD-AMB;;002,013,250,537;;
SOCODE;715;PM2-B2C-PSD-FROZEN;;010,013,112,200,535;;
SOCODE;716;PM2-PSD-FRESH-CHRF;;010,112,200,534;;
SOCODE;780;D-B2C-PSD-PSCC-PAL;;001,013,090,200,201;;
