#DEF:GEOROUTING:VERSION;VERSIONNUMBER;VALIDFROM;VALIDTO;BARCODEID;;
#DEF:GEOROUTING:COUNTRY;COUNTRYCODE;ISONUMCOUNTRYCODE;ISOALPHA3COUNTRYCODE;DESTINATIONLANGUAGES;FLAGPOSTCODENO;POSTCODEPATTERN;FLAGNEEDSTATE;POSTCODEVALIDATION;CITYVALIDATION;FREETRADEAREA;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRYTRANSLATION;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;DUMMYCOUNTRYCODE;;
#DEF:GEOROUTING:COUNTRY.CS;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.DE;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.EN;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.FR;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.IT;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:COUNTRY.SK;COUNTRYCODE;NAME;;
#DEF:GEOROUTING:BUSINESSUNIT;BUALPHASTR;BUCODE;BUNAME;BUDEFAULTCOUNTRY;TYPEOFBU;BUFINANCIALGROUP;BUGEOGRAPHGROUP;BUTECHNICALGROUP;DPDCONTRACT;;
#DEF:GEOROUTING:POSTALCODE;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;POSTCODETYPE;;
#DEF:GEOROUTING:STATE;COUNTRYCODE;REGIONCODE;STATECODE;;
#DEF:GEOROUTING:STATE.EN;COUNTRYCODE;REGIONCODE;STATECODE;STATESHORTCUT;STATENAME;;
#DEF:GEOROUTING:CITY;COUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;CITYNAMEENGLISH;CITYNAMELOCAL;CITYNAMELOCALLANG;STATECODE;;
#DEF:GEOROUTING:DEPOTS;GEOPOSTDEPOTNUMBER;DEPOTSTR;IATALIKECODE;GROUPID;COMPANYNAME;COMPANYNAME2;STREET;PROPNUM;ADDRESS2;ADDRESS3;FLOOR;BUILDING;COUNTRYCODE;STATE;POSTCODE;CITYNAME;PHONE;FAX;MAIL;WEB;BUCODE;SGPSLAT;SGPSLONG;DUMMYDEPOT;ADDRESSPOSTCODE;;
#DEF:GEOROUTING:ELEMENTS;ELEMENTCODE;ELEMENTSHORTCUT;ELEMENTTYPE;;
#DEF:GEOROUTING:ELEMENTS.DE;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.EN;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.FR;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:ELEMENTS.PT;ELEMENTCODE;ELEMENTDESCRIPTION;;
#DEF:GEOROUTING:SOCODE;SOCODE;SERVICETEXT;SERVICEMARK;ELEMENTCODES;ASCODENEEDED;;
#DEF:GEOROUTING:ASCODE;ASCODE;SERVICETEXT;ELEMENTCODES;;
#DEF:GEOROUTING:IC;INJECTIONCODE;GEOPOSTDEPOTNUMBER;DESCRIPTION;;
#DEF:GEOROUTING:NETWORK;NETWORKCODE;BUCODE;COUNTRYCODE;NETWORKNAME;;
#DEF:GEOROUTING:NETWORKPLAN;NETWORKPLANID;SOCODELIST;SOASCODELIST;FULLNETWORKPLAN;PRIORITY;;
#DEF:GEOROUTING:RCODE;RCODE;BUCODE;GEOPOSTDEPOTNUMBER;COMPANYNAME1;COMPANYNAME2;STREET;FLOOR;ADDRESS2;ADDRESS3;POSTCODE;CITYNAME;COUNTRYCODE;PHONE;FAX;MAIL;RACOMPANYNAME1;RACOMPANYNAME2;RASTREET;RAADDRESS2;RAADDRESS3;RADEPARTMENT;RABUILDING;RAFLOOR;RAPOSTCODE;RACITYNAME;RACOUNTRYCODE;RAGPSLOCATION;SOCODE;;
#DEF:GEOROUTING:SOSERVICEINFO.CS;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.DE;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.EN;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.ET;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:SOSERVICEINFO.FR;SOCODE;SOFIELDINFO;;
#DEF:GEOROUTING:ALLOWSO;RULEFROM;RULESERVICE;RULETO;ZONETO;UNIQUEALLOWID;;
#DEF:GEOROUTING:ALLOWAS;UNIQUEALLOWID;RULESERVICE;ZONETO;;
#DEF:GEOROUTING:R1DBU;ROUTINGPLACES;TRADESTATUS;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;BUCODE;;
#DEF:GEOROUTING:R2ROUTE;ROUTINGPLACES;BUCODE;DESTINATIONCOUNTRYCODE;TRADESTATUS;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DDEPOT;SSORT;PARTNERCODE;;
#DEF:GEOROUTING:R3OSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;OSORT;;
#DEF:GEOROUTING:R4CSORT;ROUTINGPLACES;DESTINATIONCOUNTRYCODE;DDEPOT;NETWORKPLANID;PRIORITY;CSORT;;
#DEF:GEOROUTING:R5DSORT;ROUTINGPLACES;DDEPOT;DESTINATIONCOUNTRYCODE;BEGINPOSTCODE;ENDPOSTCODE;NETWORKPLANID;PRIORITY;DSORT;;
#DEF:GEOROUTING:DEKSFO;SCANTYPE;GEOPOSTDEPOTNUMBERSTART;GEOPOSTDEPOTNUMBERSTOP;ROUTESTART;ROUTESTOP;TOURSTART;TOURSTOP;NEWSCANTYPE;NEWGEOPOSTDEPOTNUMBER;NEWROUTE;NEWTOUR;COPYFLAG;DIFFERENCECODE;PSNSTART;PSNSTOP;;
#DEF:GEOROUTING:DEPARTURE;GEOPOSTDEPOTNUMBER;RELATION;MONDAY;TUESDAY;WEDNESDAY;THURSDAY;FRIDAY;SATURDAY;SUNDAY;;
#DEF:GEOROUTING:RELATION;GEOPOSTDEPOTNUMBER;ROUTE;RELATION;;
#DEF:GEOROUTING:PRODUCT_TRANSFORMATION;SOURCESERVICEELEMENT;DESTINATIONSERVICEELEMENTS;;
#DEF:GEOROUTING:SETTINGS;CATEGORY;VAL1;VAL2;;
#DEF:GEOROUTING:P0PROPERTIES;OBU;RULEFROM;RULESOCODE;RULEASCODE;RULESERVICEELEMENT;RULETO;ZONETO;PRIORITY;PROPERTY;VALUE;;
#DEF:GEOROUTING:PICKUP_CUTOFF;PICKUPCOUNTRY;PICKUPPOSTCODE;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;AVISCUTOFFTIMECLASSIC;;
#DEF:GEOROUTING:PICKUP_CUTOFF_CLASSIC_DEPOT;PICKUPCOUNTRY;PICKUPCITY;SENDINGDEPOT;AVISCUTOFFTIME;PICKUPCUTOFFTIME;;
#DEF:GEOROUTING:SERVICESELECTION;OBU;SOCODE;ASCODE;MANDATORY_NOPS;OPTIONAL_NOPS;;
#DEF:GEOROUTING:CALLOW;REQUESTINGBU;SOCODELIST;SOASCODELIST;COLLECTIONBU;ZONETO;;
#DEF:GEOROUTING:C1CBU;REQUESTINGBULIST;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CBU;;
#DEF:GEOROUTING:C2CDEPOT;CBU;CCOUNTRY;BEGINPOSTCODE;ENDPOSTCODE;SOCODELIST;SOASCODELIST;PRIORITY;CDEPOT;;
#DEF:GEOROUTING:NONWORKINGDAY;COUNTRY;BU;DEPOT;POSTCODE;CITY;TYPE;SOCODELIST;SOASCODELIST;PRIORITY;DATE;NAME_LOCAL;NAME_EN;;
#DEF:GEOROUTING:SERVICES;LANGUAGE;SERVICENAME;STATUS;SERVELTSHORTCUT;SERVELTLIST;SERVELT-SO1;SERVELT-SO2;SERVELT-SO3;SERVELT-SO4;SERVELT-SO5;SERVELT-AS1;SERVELT-AS2;SERVELT-AS3;SERVELT-AS4;SERVELT-AS5;SERVELT-AS6;NOPS1;NOPS2;NOPS3;NOPS4;SOLIST;ASLIST;NOPSLIST;SOCODE;ASCODE;;
#DEF:GEOROUTING:CARRIER_SELECTION;EXPORTGATEWAYDEPOT;DESTINATIONCOUNTRY;SOCODE;WEIGHTRANGE;PARCELCOUNTRANGE;DESTINATIONPOSTALCODERANGE;CUSTOMERCODE;ACTIVATIONDATE;CARRIER;CARRIERDEPOT;;
#DEF:GEOROUTING:CARRIER_DESTINATION_SERVICE;ORIGINCOUNTRY;ORIGINBU;DESTINATIONCOUNTRY;SOCODE;EXPORTGATEWAYDEPOT;;
#DEF:GEOROUTING:ZONE_TO_GROUP;NAME;DESCRIPTION;COUNTRYCODE;ZONETOGROUPRANGE;;
COUNTRY;KE;404;KEN;EN,SW;0;,NNNNN;0;VI;NO;;;
COUNTRY;KG;417;KGZ;UZ,KY,RU;0;NNNNNN;0;VI;NO;;;
COUNTRY;KH;116;KHM;KM;0;,NNNNN;0;VI;NO;;;
COUNTRY;KI;296;KIR;EN;1;;0;VI;NO;;;
COUNTRY;KM;174;COM;FR,AR;0;,NNNN;0;VI;NO;;;
COUNTRY;KN;659;KNA;EN;1;;0;VI;NO;;;
COUNTRY;KP;408;PRK;KO;1;;0;VI;NO;;;
COUNTRY;KR;410;KOR;KO;0;,NNNNN;0;NO;NO;;;
COUNTRY;KW;414;KWT;AR;0;,NNNNN;0;VI;NO;;;
COUNTRY;KY;136;CYM;EN;0;,AANNNNN;0;VI;NO;;;
COUNTRY;KZ;398;KAZ;KK,RU;0;NNNNNN;0;VI;NO;;;
COUNTRY;LA;418;LAO;LO;0;,NNNNN;0;VI;NO;;;
COUNTRY;LB;422;LBN;AR,EN,FR;0;,NNNNOOOO,NNNN;0;VI;NO;;;
COUNTRY;LC;662;LCA;EN;1;;0;VI;NO;;;
COUNTRY;LI;438;LIE;DE;0;NNNN;0;VB;NO;;;
COUNTRY;LK;144;LKA;SI,TA,EN;0;,NNNNN;0;NO;NO;;;
COUNTRY;LR;430;LBR;EN;0;,NNNN;0;VI;NO;;;
COUNTRY;LS;426;LSO;EN;0;,NNN;0;VI;NO;;;
COUNTRY;LT;440;LTU;LT;0;BBNNNNN,NNNNN;0;VB;NO;EU;;
COUNTRY;LU;442;LUX;LB,FR,DE;0;NNNN;0;VB;NO;EU;;
COUNTRY;LV;428;LVA;LV;0;BBNNNN,NNNN;0;VB;NO;EU;;
COUNTRY;LY;434;LBY;AR;1;;0;NO;NO;;;
COUNTRY;MC;492;MCO;FR;0;NNNNN;0;VI;NO;EU;;
COUNTRY;MD;498;MDA;MO;0;,NNNN;0;VI;NO;;;
COUNTRY;ME;499;MNE;SR;0;NNNNN;0;VI;NO;;;
COUNTRY;MF;663;MAF;FR;0;NNNN,NNNNN;0;VI;NO;;;
COUNTRY;MG;450;MDG;MG,FR,EN;0;NNN;0;NO;NO;;;
COUNTRY;MH;584;MHL;EN;1;;0;VI;NO;;;
COUNTRY;MK;807;MKD;MK;0;NNNN;0;VI;NO;;;
COUNTRY;ML;466;MLI;FR;0;,N;0;NO;NO;;;
COUNTRY;MM;104;MMR;MY;0;,NNNNN;0;VI;NO;;;
COUNTRY;MN;496;MNG;MN;0;NNNNN;0;VI;NO;;;
COUNTRY;MP;580;MNP;EN;1;;0;VI;NO;;;
COUNTRY;MQ;474;MTQ;FR;0;NNNNN;0;VI;NO;;;
COUNTRY;MR;478;MRT;AR;1;;0;NO;NO;;;
COUNTRY;MS;500;MSR;EN;0;,AAANNNN;0;VI;NO;;;
COUNTRY;MT;470;MLT;MT,EN;0;,AAANNNN;0;VI;NO;EU;;
COUNTRY;MU;480;MUS;EN,FR;0;,ANNNN,NNNNN;0;NO;NO;;;
COUNTRY;MV;462;MDV;DV;0;,NNNNN;0;VI;NO;;;
COUNTRY;MW;454;MWI;EN;0;,NNNNNN;0;VI;NO;;;
COUNTRY;MX;484;MEX;ES;0;NNNNN;0;VI;NO;;;
COUNTRY;MY;458;MYS;MS;0;NNNNN;0;NO;NO;;;
COUNTRY;MZ;508;MOZ;PT;0;,NNNN;0;VI;NO;;;
COUNTRY;NA;516;NAM;AF,EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;NC;540;NCL;FR;0;NNNNN;0;VI;NO;;;
COUNTRY;NE;562;NER;FR;0;,NNNN;0;NO;NO;;;
COUNTRY;NF;574;NFK;EN;0;,NNNN;0;VI;NO;;;
COUNTRY;NG;566;NGA;EN;0;,NNNNNN;0;VI;NO;;;
COUNTRY;NI;558;NIC;ES;0;,NNNNNNN;0;VI;NO;;;
COUNTRY;NL;528;NLD;NL;0;NNNNAA;0;VB;NO;EU;;
COUNTRY;NO;578;NOR;NO,NB,NN;0;NNNN;0;VB;NO;;;
COUNTRY;NP;524;NPL;NE;0;,NNNNN;0;NO;NO;;;
COUNTRY;NR;520;NRU;NA;1;;0;VI;NO;;;
COUNTRY;NU;570;NIU;EN;1;;0;VI;NO;;;
COUNTRY;NZ;554;NZL;EN;0;,NNNN;0;NO;NO;;;
COUNTRY;OM;512;OMN;AR;0;,NNN;0;VI;NO;;;
COUNTRY;PA;591;PAN;ES;0;,NNNN;0;VI;NO;;;
COUNTRY;PE;604;PER;ES,QU,AY;0;,NNNNN;0;VI;NO;;;
COUNTRY;PF;258;PYF;FR,TY;0;NNNNN;0;VI;NO;;;
COUNTRY;PG;598;PNG;EN;0;,NNN;0;VI;NO;;;
COUNTRY;PH;608;PHL;EN;0;,NNNN;0;NO;NO;;;
COUNTRY;PK;586;PAK;EN;0;,NNNNN;0;NO;NO;;;
COUNTRY;PL;616;POL;PL;0;NNNNN;0;VB;NO;EU;;
COUNTRY;PM;666;SPM;FR;0;NNNNN;0;VI;NO;;;
COUNTRY;PN;612;PCN;EN;0;,AAAANAA;0;VI;NO;;;
COUNTRY;PR;630;PRI;ES,EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;PS;275;PSE;AR,EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;PT;620;PRT;PT;0;NNNNNNN;0;VB;NO;EU;;
COUNTRY;PW;585;PLW;EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;PY;600;PRY;ES,GN;0;,NNNN;0;VI;NO;;;
COUNTRY;QA;634;QAT;AR;1;;0;VI;NO;;;
COUNTRY;RE;638;REU;FR;0;NNNNN;0;VI;NO;;;
COUNTRY;RO;642;ROU;RO;0;NNNNNN;0;VB;NO;EU;;
COUNTRY;RS;688;SRB;SR;0;NNNNN;0;VB;NO;;;
COUNTRY;RU;643;RUS;RU;0;NNNNNN;0;VI;NO;;;
COUNTRY;RW;646;RWA;FR,EN,RW;1;;0;NO;NO;;;
COUNTRY;SA;682;SAU;AR;0;,NNNNN;0;NO;NO;;;
COUNTRY;SB;090;SLB;EN;1;;0;VI;NO;;;
COUNTRY;SC;690;SYC;FR,EN;1;;0;VI;NO;;;
COUNTRY;SD;729;SDN;AR,EN;0;,NNNNN;0;NO;NO;;;
COUNTRY;SE;752;SWE;SV;0;NNNNN;0;VB;NO;EU;;
COUNTRY;SG;702;SGP;EN,MS,TA;0;,NNNNNN;0;NO;NO;;;
COUNTRY;SH;654;SHN;EN;0;,AAAANAA;0;VI;NO;;;
COUNTRY;SI;705;SVN;SL;0;NNNN;0;VB;NO;EU;;
COUNTRY;SJ;744;SJM;NO;0;,NNNN;0;VI;NO;;;
COUNTRY;SK;703;SVK;SK;0;NNNNN;0;VB;NO;EU;;
COUNTRY;SL;694;SLE;EN;1;;0;VI;NO;;;
COUNTRY;SM;674;SMR;IT;0;,NNNNN;0;VI;NO;;;
COUNTRY;SN;686;SEN;FR;0;,NNNNN;0;NO;NO;;;
COUNTRY;SO;706;SOM;SO,EN;0;,AANNNNN;0;VI;NO;;;
COUNTRY;SR;740;SUR;EN,NL;1;;0;VI;NO;;;
COUNTRY;SS;728;SSD;EN;1;;0;VI;NO;;;
COUNTRY;ST;678;STP;PT;1;;0;NO;NO;;;
COUNTRY;SV;222;SLV;ES;0;,NNNN;0;VI;NO;;;
COUNTRY;SX;534;SXM;EN,NL;1;;0;VI;NO;;;
COUNTRY;SY;760;SYR;AR;0;,NNNN;0;NO;NO;;;
COUNTRY;SZ;748;SWZ;EN,SS;0;ANNN;0;VI;NO;;;
COUNTRY;TC;796;TCA;EN;0;,AAAANAA;0;VI;NO;;;
COUNTRY;TD;148;TCD;FR,AR;1;;0;NO;NO;;;
COUNTRY;TF;260;ATF;FR,EN;1;;0;VI;NO;;;
COUNTRY;TG;768;TGO;FR;1;;0;NO;NO;;;
COUNTRY;TH;764;THA;TH;0;NNNNN;0;NO;NO;;;
COUNTRY;TJ;762;TJK;TG;0;,NNNNNN;0;VI;NO;;;
COUNTRY;TK;772;TKL;EN;1;;0;VI;NO;;;
COUNTRY;TL;626;TLS;PT,ID;1;;0;VI;NO;;;
COUNTRY;TM;795;TKM;TK;0;NNNNNN;0;VI;NO;;;
COUNTRY;TN;788;TUN;AR;0;NNNN;0;NO;NO;;;
COUNTRY;TO;776;TON;EN,TO;1;;0;VI;NO;;;
COUNTRY;TR;792;TUR;TR;0;NNNNN;0;VI;NO;;;
COUNTRY;TT;780;TTO;EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;TV;798;TUV;EN;1;;0;VI;NO;;;
COUNTRY;TW;158;TWN;EN;0;,NNN,NNNNN;0;NO;NO;;;
COUNTRY;TZ;834;TZA;EN,SW;1;;0;VI;NO;;;
COUNTRY;UA;804;UKR;UK,RU;0;NNNNN;0;VB;NO;;;
COUNTRY;UG;800;UGA;EN,SW;1;;0;VI;NO;;;
COUNTRY;UM;581;UMI;EN;1;;0;VI;NO;;;
COUNTRY;US;840;USA;EN;0;NNNNN;1;VI;NO;;;
COUNTRY;UY;858;URY;ES;0;,NNNNN;0;VI;NO;;;
COUNTRY;UZ;860;UZB;UZ;0;NNNNNN;0;VI;NO;;;
COUNTRY;VA;336;VAT;IT;0;,NNNNN;0;VI;NO;;;
COUNTRY;VC;670;VCT;EN;1;;0;VI;NO;;;
COUNTRY;VE;862;VEN;ES;0;,NNNN;0;VI;NO;;;
COUNTRY;VG;092;VGB;EN;0;,NNNN,AANNNN;0;VI;NO;;;
COUNTRY;VI;850;VIR;EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;VN;704;VNM;VI;0;,NNNNNN;0;NO;NO;;;
COUNTRY;VU;548;VUT;FR,EN;1;;0;VI;NO;;;
COUNTRY;WF;876;WLF;FR;0;NNNNN;0;VI;NO;;;
COUNTRY;WS;882;WSM;SM;1;;0;VI;NO;;;
COUNTRY;YE;887;YEM;AR;1;;0;VI;NO;;;
COUNTRY;YT;175;MYT;FR,MG,SW;0;NNNNN;0;VI;NO;;;
COUNTRY;ZA;710;ZAF;AF,EN;0;NNNN;0;VI;NO;;;
COUNTRY;ZM;894;ZMB;EN;0;,NNNNN;0;VI;NO;;;
COUNTRY;ZW;716;ZWE;EN;1;;0;VI;NO;;;
COUNTRY;ZZ;999;ZZZ;EN;0;NNNNN;0;VI;NO;;;
COUNTRY;MA;504;MAR;AR;0;,NNNNN;0;VI;NO;;;
COUNTRY;ID;360;IDN;ID;0;,NNNNN;0;NO;NO;;;
COUNTRY;BN;096;BRN;MS,EN;0;AANNNN,NN;0;VI;NO;;;
COUNTRY;MO;446;MAC;PT,ZH;1;;0;NO;NO;;;
SOCODE;101;D;;001;;
SOCODE;102;D-HAZ;;001,150;;
SOCODE;103;D-6;;001,130;;
SOCODE;104;MED+22-AM2;;004,023;Y;
SOCODE;105;D-EXW;;001,110;;
SOCODE;106;D-EXW-HAZ;;001,110,150;;
SOCODE;107;MED+5-AM2;;007,023;Y;
SOCODE;108;SD2-RDV;;519,533;;
SOCODE;109;D-COD;;001,100;;
SOCODE;110;D-COD-HAZ;;001,100,150;;
SOCODE;111;D-COD-6;;001,100,130;;
SOCODE;112;D-FRESH;;001,534;;
SOCODE;113;D-SWAP;;001,120;;
SOCODE;114;RET-FRESH;;070,534;;
SOCODE;115;D-SWAP-6;;001,120,130;;
SOCODE;116;SD-PSD;;040,200;;
SOCODE;117;D-CUD;;001,170;;
SOCODE;118;D-BACK;;001,121;;
SOCODE;119;D-FRESH;;001,534;Y;
SOCODE;120;D-+;;001,180;;
SOCODE;121;D-HAZ-+;;001,150,180;;
SOCODE;122;D-6-+;;001,130,180;;
SOCODE;123;AM0-6-RDV-FRESH;;021,130,533,534;Y;
SOCODE;124;D-EXW-+;;001,110,180;;
SOCODE;125;D-EXW-HAZ-+;;001,110,150,180;;
SOCODE;126;6-SD2-RDV;;130,519,533;;
SOCODE;127;AM0-RDV;;021,533;;
SOCODE;128;D-COD-+;;001,100,180;;
SOCODE;129;D-COD-HAZ-+;;001,100,150,180;;
SOCODE;130;D-COD-6-+;;001,100,130,180;;
SOCODE;131;AM3;;520;Y;
SOCODE;132;D-SWAP-+;;001,120,180;;
SOCODE;133;AM4;;521;Y;
SOCODE;134;D-SWAP-6-+;;001,120,130,180;;
SOCODE;135;AM2-RDV;;023,533;;
SOCODE;136;XD;;002;;
SOCODE;137;XD-6;;002,130;;
SOCODE;138;XD-EXW;;002,110;;
SOCODE;139;D-6-FRESH;;001,130,534;Y;
SOCODE;140;XD-COD;;002,100;;
SOCODE;141;XD-COD-6;;002,100,130;;
SOCODE;142;XD-SWAP;;002,120;;
SOCODE;143;XD-SWAP-6;;002,120,130;;
SOCODE;144;XD-CUD;;002,170;;
SOCODE;145;XD-BACK;;002,121;;
SOCODE;146;XD-+;;002,180;;
SOCODE;147;XD-6-+;;002,130,180;;
SOCODE;148;XD-EXW-+;;002,110,180;;
SOCODE;149;PM3-RDV;;522,533;;
SOCODE;150;XD-COD-+;;002,100,180;;
SOCODE;151;XD-COD-6-+;;002,100,130,180;;
SOCODE;152;XD-SWAP-+;;002,120,180;;
SOCODE;153;XD-SWAP-6-+;;002,120,130,180;;
SOCODE;154;PLETTER;;005;;
SOCODE;155;PM2;;010;;
SOCODE;156;AM4-FROZEN;;521,535;Y;
SOCODE;157;PM2-HAZ;;010,150;;
SOCODE;158;PM2-EXW;;010,110;;
SOCODE;159;6-AM4-FROZEN;;130,521,535;Y;
SOCODE;160;IE2-FRESH;;030,534;;
SOCODE;161;PM2-COD;;010,100;;
SOCODE;162;IE2-FROZEN;;030,535;;
SOCODE;163;PM2-COD-HAZ;;010,100,150;;
SOCODE;164;PM2-SWAP;;010,120;;
SOCODE;165;AM0-6-RDV-FROZEN;;021,130,533,535;Y;
SOCODE;166;PM2-BACK;;010,121;;
SOCODE;167;D-B2C-EVE;;001,013,220;Y;
SOCODE;168;PM2-+;;010,180;;
SOCODE;169;D-EVE;;001,220;Y;
SOCODE;170;SD2;;519;;
SOCODE;171;PM2-EXW-+;;010,110,180;;
SOCODE;172;AM4-FRESH;;521,534;Y;
SOCODE;173;6-AM4-FRESH;;130,521,534;Y;
SOCODE;174;PM2-COD-+;;010,100,180;;
SOCODE;175;AM0-6-RDV;;021,130,533;;
SOCODE;176;AM2-6-RDV;;023,130,533;;
SOCODE;177;PM2-SWAP-+;;010,120,180;;
SOCODE;178;PM3;;522;;
SOCODE;179;AM1;;022;;
SOCODE;180;AM1-NO;;022,160;;
SOCODE;181;AM1-HAZ;;022,150;;
SOCODE;182;AM1-6;;022,130;;
SOCODE;183;AM1-6-NO;;022,130,160;;
SOCODE;184;6-PM3-RDV;;130,522,533;;
SOCODE;185;AM1-EXW;;022,110;;
SOCODE;186;D-6-FRESH;;001,130,534;;
SOCODE;187;D-B2C-FRESH;;001,013,534;;
SOCODE;188;D-B2C-FRESH;;001,013,534;Y;
SOCODE;189;D-B2C-6-FRESH;;001,013,130,534;;
SOCODE;190;D-B2C-6-FRESH;;001,013,130,534;Y;
SOCODE;191;AM1-COD;;022,100;;
SOCODE;192;D-B2C-EVE;;001,013,220;;
SOCODE;193;AM1-COD-HAZ;;022,100,150;;
SOCODE;194;AM1-COD-6;;022,100,130;;
SOCODE;195;AM2-6-HAZ;;023,130,150;Y;
SOCODE;196;AM2-RDV;;023,533;Y;
SOCODE;197;AM1-SWAP;;022,120;;
SOCODE;198;AM2-6-RDV;;023,130,533;Y;
SOCODE;199;AM1-SWAP-6;;022,120,130;;
SOCODE;200;D-B2C-EVE-TYRE;;001,013,220,240;;
SOCODE;201;AM1-BACK;;022,121;;
SOCODE;202;D-B2C-EVE-FRESH;;001,013,220,534;Y;
SOCODE;203;AM1-+;;022,180;;
SOCODE;204;D-B2C-EVE-FRESH;;001,013,220,534;;
SOCODE;205;MED+22-AM2-6;;004,023,130;Y;
SOCODE;206;AM1-6-+;;022,130,180;;
SOCODE;207;PM3-RDV;;522,533;Y;
SOCODE;208;MED+5-AM2-6;;007,023,130;Y;
SOCODE;209;AM1-EXW-+;;022,110,180;;
SOCODE;210;MED-30-AM2;;018,023;Y;
SOCODE;211;6-PM3-RDV;;130,522,533;Y;
SOCODE;212;MED-30-AM2-6;;018,023,130;Y;
SOCODE;213;MED+22-RET-MED;;004,073;;
SOCODE;214;MED+5-RET-MED;;007,073;;
SOCODE;215;AM1-COD-+;;022,100,180;;
SOCODE;216;SD2-RDV-FROZEN;;519,533,535;Y;
SOCODE;217;SD2-RDV-FRESH;;519,533,534;Y;
SOCODE;218;AM1-COD-6-+;;022,100,130,180;;
SOCODE;219;MED+22-PM2;;004,010;Y;
SOCODE;220;6-SD2-RDV-FROZEN;;130,519,533,535;Y;
SOCODE;221;AM1-SWAP-+;;022,120,180;;
SOCODE;222;AM1-RET;;022,070;;
SOCODE;223;AM1-SWAP-6-+;;022,120,130,180;;
SOCODE;224;MED+5-PM2;;007,010;Y;
SOCODE;225;AM2;;023;;
SOCODE;226;AM2-NO;;023,160;;
SOCODE;227;AM2-HAZ;;023,150;;
SOCODE;228;AM2-6;;023,130;;
SOCODE;229;AM2-6-NO;;023,130,160;;
SOCODE;230;PM2-MED-30;;010,018;Y;
SOCODE;231;AM2-EXW;;023,110;;
SOCODE;232;AM2-SECU;;023,518;Y;
SOCODE;233;MED+22-PM2-6;;004,010,130;Y;
SOCODE;234;AM2-EXW-6;;023,110,130;;
SOCODE;235;MED+5-PM2-6;;007,010,130;Y;
SOCODE;236;PM2-MED-30-6;;010,018,130;Y;
SOCODE;237;AM2-COD;;023,100;;
SOCODE;238;AM2-PSD-SECU;;023,200,518;Y;
SOCODE;239;AM2-COD-HAZ;;023,100,150;;
SOCODE;240;AM2-COD-6;;023,100,130;;
SOCODE;241;AM2-6-PSD-SECU;;023,130,200,518;Y;
SOCODE;242;B2C-SD-AMB;;013,040,537;;
SOCODE;243;AM2-SWAP;;023,120;;
SOCODE;244;B2C-SD-AMB;;013,040,537;Y;
SOCODE;245;AM2-SWAP-6;;023,120,130;;
SOCODE;246;PLETTER-PM2-BAG-6;;005,010,060,130;;
SOCODE;247;AM2-BACK;;023,121;;
SOCODE;248;AM2-6-FRI;;023,130,507;Y;
SOCODE;249;AM2-+;;023,180;;
SOCODE;250;PM2-6-HAZ-FRI;;010,130,150,507;Y;
SOCODE;251;AM2-6-HAZ-FRI;;023,130,150,507;Y;
SOCODE;252;AM2-6-+;;023,130,180;;
SOCODE;253;ECO;;250;;
SOCODE;254;ECO;;250;Y;
SOCODE;255;AM2-EXW-+;;023,110,180;;
SOCODE;256;SD2-RDV-FROZEN;;519,533,535;;
SOCODE;257;SD2-RDV-FRESH;;519,533,534;;
SOCODE;258;COD-SD2-RDV-FROZE;;100,519,533,535;;
SOCODE;259;COD-SD2-RDV-FRESH;;100,519,533,534;;
SOCODE;260;MED-30-RET-MED;;018,073;;
